Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:47	xod7		rc://*/ta/man/translate/figs-metonymy	יֵיטֵ֨ב אֱלֹהִ֜ים אֶת־שֵׁ֤ם שְׁלֹמֹה֙ מִ⁠שְּׁמֶ֔⁠ךָ	1	Here, **name** represents the honor or reputation of the person whose **name** it is. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “May God make the reputation of Solomon better than your reputation” or “May God honor Solomon even more than he honored you”
1:47	gd6f		rc://*/ta/man/translate/figs-metonymy	וִֽ⁠יגַדֵּ֥ל אֶת־כִּסְא֖⁠וֹ מִ⁠כִּסְאֶ֑⁠ךָ	1	Here, **throne** represents the rule or reign of the person who sits on the **throne**. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “and may he make his reign greater than your reign” or “and may he make him a greater ruler than you have been”\n
1:47	jxpe		rc://*/ta/man/translate/translate-symaction	וַ⁠יִּשְׁתַּ֥חוּ הַ⁠מֶּ֖לֶךְ עַל־הַ⁠מִּשְׁכָּֽב	1	In David’s culture, when people **prostrated** themselves to someone else, they were honoring and respecting that person. In this case, the author implies that David was showing honor and respect to God. If it would be helpful in your language, you could explain what this action means. Alternate translation: “And the king prostrated himself on the bed to God in respect” or “And the king prostrated himself on the bed to honor God”\n
1:48	civn		rc://*/ta/man/translate/figs-quotesinquotes	כָּ֖כָה אָמַ֣ר הַ⁠מֶּ֑לֶךְ בָּר֨וּךְ יְהוָ֜ה אֱלֹהֵ֣י יִשְׂרָאֵ֗ל אֲשֶׁ֨ר נָתַ֥ן הַ⁠יּ֛וֹם יֹשֵׁ֥ב עַל־כִּסְאִ֖⁠י וְ⁠עֵינַ֥⁠י רֹאֽוֹת	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “the king blessed Yahweh the God of Israel, who had given one sitting on his throne today, while his eyes were seeing”
1:48	v2c2		rc://*/ta/man/translate/translate-symaction	יֹשֵׁ֥ב עַל־כִּסְאִ֖⁠י	1	When a person sits on a **throne**, it indicates that the person has power and rules as king. If it would be helpful in your language, you could explain what this action means. See how you expressed the idea in [1:13](../01/13.md). Alternate translation: “one sitting on my throne to rule” or “one sitting on my throne as king”\n
1:48	jejy		rc://*/ta/man/translate/figs-idiom	וְ⁠עֵינַ֥⁠י רֹאֽוֹת	1	Here, the phrase **my eyes are seeing** indicates that David is still alive and can witness the event of which he speaks. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “and I am still here to see it” or “and I am still living”
1:49	h8ro		rc://*/ta/man/translate/figs-activepassive	כָּל־הַ֨⁠קְּרֻאִ֔ים	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was Adonijah. Alternate translation: “all the ones whom Adonijah had called”
1:49	zi9i			וַ⁠יֶּֽחֶרְדוּ֙	1	Alternate translation: “And … trembled with fear”
1:49	zts9		rc://*/ta/man/translate/figs-go	וַ⁠יֵּלְכ֖וּ	1	In a context such as this, your language might say “came” instead of **went**. Alternate translation: “and they came”
1:49	iqg3		rc://*/ta/man/translate/figs-idiom	אִ֥ישׁ לְ⁠דַרְכּֽ⁠וֹ	1	Here, the phrase **a man to his way** indicates that these people did not stay together but left in many different directions. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “each one where he chose” or “scattering to many places”
1:50	ls5i		rc://*/ta/man/translate/figs-explicit	וַ⁠יָּ֣קָם וַ⁠יֵּ֔לֶךְ	1	Here the author implies that Adonijah left En Rogel and went to the sacred tent of meeting. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “And he left En Rogel and went to the tent of meeting”
1:50	cdsn		rc://*/ta/man/translate/figs-go	וַ⁠יֵּ֔לֶךְ	1	In a context such as this, your language might say “came” instead of **went**. Alternate translation: “and came”
1:50	lg7j		rc://*/ta/man/translate/figs-explicit	וַֽ⁠יַּחֲזֵ֖ק בְּ⁠קַרְנ֥וֹת הַ⁠מִּזְבֵּֽחַ	1	In Adonijah’s culture, people who **grasped the horns of the altar** were considered to be protected by God and would not be taken away and punished unless someone could prove that they had really done something wrong. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “and grasped the horns of the altar for protection” or “and grasped the horns of the altar to keep himself safe”
1:51	i1ku		rc://*/ta/man/translate/figs-activepassive	וַ⁠יֻּגַּ֤ד	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could use an indefinite subject. Alternate translation: “And a person told it”
1:51	yf8t		rc://*/ta/man/translate/writing-quotations	לִ⁠שְׁלֹמֹה֙ לֵ⁠אמֹ֔ר	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “to Solomon by someone who said”
1:51	hn7x		rc://*/ta/man/translate/figs-exclamations	הִנֵּה֙ & וְ֠⁠הִנֵּה	1	Here, the words **Behold** and **behold** draw the attention of the king and ask him to listen carefully. If it would be helpful in your language, you could express **Behold** and **behold** with words or phrases that ask someone to listen, or you could use a form that introduces something that is significant. Alternate translation: “Listen … And listen to this:” or “I want to tell you this: … Further”
1:51	g2ei		rc://*/ta/man/translate/figs-123person	אֶת־הַ⁠מֶּ֣לֶךְ שְׁלֹמֹ֑ה	1	Here the person speaking addresses King Solomon in the third person as a sign of respect. If this would not be natural in your language, you could use the second-person form and indicate the respect in another way. Alternate translation: “you, the king Solomon”\n
1:51	iyir		rc://*/ta/man/translate/figs-explicit	אָחַ֞ז בְּ⁠קַרְנ֤וֹת הַ⁠מִּזְבֵּ֨חַ֙	1	See how you translated this phrase in [1:50](../01/50.md). Alternate translation: “he has grasped the horns of the altar for protection” or “he has grasped the horns of the altar to keep himself safe”
1:51	d8mv		rc://*/ta/man/translate/figs-quotesinquotes	לֵ⁠אמֹ֔ר יִשָּֽׁבַֽע־לִ֤⁠י כַ⁠יּוֹם֙ הַ⁠מֶּ֣לֶךְ שְׁלֹמֹ֔ה אִם־יָמִ֥ית אֶת־עַבְדּ֖⁠וֹ בֶּ⁠חָֽרֶב	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “requesting that the king Solomon swear to him as today, if he would kill his servant with the sword.”
1:51	shzd		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹ֔ר	2	If you preserve the direct quotation, consider natural ways of introducing direct quotations in your language. Alternate translation: “and he has said”\n
1:51	jy6p		rc://*/ta/man/translate/writing-oathformula	יִשָּֽׁבַֽע־לִ֤⁠י כַ⁠יּוֹם֙ הַ⁠מֶּ֣לֶךְ שְׁלֹמֹ֔ה אִם־יָמִ֥ית אֶת־עַבְדּ֖⁠וֹ בֶּ⁠חָֽרֶב	1	Here Adonijah asks Solomon to swear an oath guaranteeing that he will not **kill** Adonijah. He only states the condition part of the oath, but he implies that he wants Solomon to state that something bad will happen to him if he breaks the oath. Use a natural way in your language to express an oath. If it would be helpful in your language, you could include the implied part of the oath. Alternate translation: “Let the king Solomon swear to me as today that God should punish him if he kills his servant with the sword” or “Let the king Solomon swear an oath as today that he will not kill his servant with the sword”\n
1:51	wusi		rc://*/ta/man/translate/figs-idiom	כַ⁠יּוֹם֙	1	Here, the phrase **as today** refers to the current time. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “this very day” or “at this moment”
1:51	i1a2		rc://*/ta/man/translate/figs-explicit	יָמִ֥ית אֶת־עַבְדּ֖⁠וֹ בֶּ⁠חָֽרֶב	1	Here Adonijah implies that **Solomon** would have one of his soldiers **kill** Adonijah **with the sword**. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “he will have a soldier his servant with the sword”
1:51	tutv		rc://*/ta/man/translate/figs-123person	אֶת־עַבְדּ֖⁠וֹ	1	Here Adonijah speaks about himself in the third person. This was one way to address someone in a respectful way. If this would not be natural in your language, you could use the first-person form. Alternate translation: “me, his servant,”\n
1:51	v2k0		rc://*/ta/man/translate/figs-genericnoun	בֶּ⁠חָֽרֶב	1	The word **sword** represents any sword, not one particular sword. If it would be helpful in your language, you could express the idea in another way. Alternate translation: “with a sword” or “by using a sword”
1:52	yobo		rc://*/ta/man/translate/figs-idiom	לְ⁠בֶן־חַ֔יִל	1	Here, the phrase **a son of strength** indicates that Adonijah might act in reliable or trustworthy ways. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. See how you expressed the similar phrase in [1:42](../01/42.md). Alternate translation: “a loyal man” or “a reliable man”
1:52	t3dr		rc://*/ta/man/translate/figs-idiom	לֹֽא־יִפֹּ֥ל מִ⁠שַּׂעֲרָת֖⁠וֹ אָ֑רְצָ⁠ה	1	Here, the phrase **a hair of his will not fall to the ground** indicates that Solomon will not punish or harm Adonijah in any way, not even by pulling out a single one of his hairs. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “no one will punish him” or “he will not be harmed in any way”
1:52	oape		rc://*/ta/man/translate/figs-activepassive	רָעָ֥ה תִמָּצֵא־ב֖⁠וֹ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who would do the action, it is clear from the context that it would be Solomon. Alternate translation: “I find evil in him”
1:52	d933		rc://*/ta/man/translate/figs-abstractnouns	רָעָ֥ה תִמָּצֵא־ב֖⁠וֹ	1	If your language does not use an abstract noun for the idea of **evil**, you could express the same idea in another way. Alternate translation: “he is found to be evil”
1:52	c8gb		rc://*/ta/man/translate/figs-explicit	וָ⁠מֵֽת	1	Here Solomon implies that he would have one of his soldiers kill Adonijah. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “then I will have a soldier kill him”\n
1:53	hwhw		rc://*/ta/man/translate/figs-explicit	וַ⁠יִּשְׁלַ֞ח הַ⁠מֶּ֣לֶךְ שְׁלֹמֹ֗ה	1	Here the author implies that Solomon **sent** some of his attendants or soldiers to bring Adonijah back to him. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “And the king Solomon sent soldiers to bring Adonijah”
1:53	fvvo		rc://*/ta/man/translate/figs-go	וַ⁠יָּבֹ֕א	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “And he went”
1:53	q66p		rc://*/ta/man/translate/translate-symaction	וַ⁠יִּשְׁתַּ֖חוּ לַ⁠מֶּ֣לֶךְ שְׁלֹמֹ֑ה	1	In Solomon’s culture, when people **prostrated** themselves to someone else, they were honoring and respecting that person. If it would be helpful in your language, you could explain what this action means. Alternate translation: “and prostrated himself to the king Solomon in respect” or “and prostrated himself to honor the king Solomon”
2:intro	nsa1				0	# 1 Kings 2 General Notes\n\n## Structure and formatting\n\nThis chapter has two stories: David’s last advice to Solomon and Solomon’s punishment of those who supported Adonijah and also Shimei, who had cursed David when David was fleeing from Absalom. (See: [[rc://*/tw/dict/bible/kt/curse]])\n\n## Special concepts in this chapter\n\n### Exalting oneself\n\nExalting oneself can lead to disaster as when Adonijah made himself king. (See: [[rc://*/tw/dict/bible/kt/exalt]])\n\n## Important figures of speech in this chapter\n\n### Euphemism\n\nDavid spoke of his impending death using a euphemism: “I am going the way of all the earth.” (See: [[rc://*/ta/man/translate/figs-euphemism]])\n\n## Other possible translation difficulties in this chapter\n\n### Parallelism\n\nDavid wanted to emphasize the importance of obeying God to his son Solomon. He used parallelism, saying the same thing seven times using different words: “Keep the commands of Yahweh your God to walk in his ways, to obey his statutes, his commandments, his decisions, and his covenant decrees, being careful to do what is written in the law of Moses.” Some languages have other ways of emphasizing an idea. (See: [[rc://*/ta/man/translate/figs-parallelism]])
2:1	ia4n		rc://*/ta/man/translate/figs-idiom	וַ⁠יִּקְרְב֥וּ יְמֵֽי־דָוִ֖ד לָ⁠מ֑וּת	1	Here the author indicates that David was going to die very soon, and he implies that David knew it. If it would be helpful in your language, you could use a comparable phrase, or you could state the meaning plainly. Alternate translation: “And the time of David’s death was near” or “And David knew that he was about to die”
2:1	brjt		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹֽר	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and this is what he said:”
2:2	v679		rc://*/ta/man/translate/figs-euphemism	אָנֹכִ֣י הֹלֵ֔ךְ בְּ⁠דֶ֖רֶךְ כָּל־הָ⁠אָ֑רֶץ	1	David is referring to his own death in a polite way by using the phrase **I {am} going in the way of all the earth**. If it would be helpful in your language, you could use a polite way of referring to this in your language, or you could state this plainly. Alternate translation: “I am going to pass away soon” or “I will soon experience death”
2:2	aqlc		rc://*/ta/man/translate/figs-doublet	וְ⁠חָזַקְתָּ֖ וְ⁠הָיִ֥יתָֽ לְ⁠אִֽישׁ	1	The clauses **you shall be strong** and **you shall become a man** mean similar things. David is using the two clauses together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “And you shall be very strong” or “And you shall act like a man”
2:2	f68k		rc://*/ta/man/translate/figs-metaphor	וְ⁠חָזַקְתָּ֖	1	Here David speaks as if he wants Solomon to be physically **strong**. He means that he wants Solomon to be bold and brave. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “And you shall have courage” or “And you shall be brave”
2:2	n19l		rc://*/ta/man/translate/figs-idiom	וְ⁠הָיִ֥יתָֽ לְ⁠אִֽישׁ	1	Here, the phrase **become a man** indicates that David wants Solomon to be courageous and confident. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “and you shall become stouthearted” or “and you shall become confident”
2:3	raca		rc://*/ta/man/translate/writing-poetry	וְ⁠שָׁמַרְתָּ֞ אֶת־מִשְׁמֶ֣רֶת ׀ יְהוָ֣ה אֱלֹהֶ֗י⁠ךָ	1	Here, **keep the keeping** is an emphatic construction that uses a verb and its object that come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of showing the emphasis. Alternate translation: “and you shall carefully fulfill your obligation to Yahweh your God”\n
2:3	qur0		rc://*/ta/man/translate/figs-possession	אֶת־מִשְׁמֶ֣רֶת ׀ יְהוָ֣ה אֱלֹהֶ֗י⁠ךָ	1	Here, David is using the possessive form to describe **keeping** that is required by **Yahweh your God**. If this is not clear in your language, you could express the idea in another way. Alternate translation: “what Yahweh your God requires you to keep:”
2:3	k77e		rc://*/ta/man/translate/figs-explicit	יְהוָ֣ה אֱלֹהֶ֗י⁠ךָ	1	Here David emphasizes that **Yahweh** is Solomon’s **God**, but he implies that **Yahweh** is his **God** as well. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “Yahweh, your God and mine,”\n
2:3	z9rt		rc://*/ta/man/translate/figs-metaphor	לָ⁠לֶ֤כֶת בִּ⁠דְרָכָי⁠ו֙	1	David speaks of obeying God as if it were walking in God‘s **ways**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “to act as he desires” or “to live your life in the way that he wishes”
2:3	dgdh		rc://*/ta/man/translate/figs-doublet	חֻקֹּתָ֤י⁠ו מִצְוֺתָי⁠ו֙ וּ⁠מִשְׁפָּטָ֣י⁠ו וְ⁠עֵדְוֺתָ֔י⁠ו	1	The terms **statutes**, **commandments**, **judgments**, and **testimonies** mean similar things. David is using these four terms together to refer to every kind of command and requirement that God has given. If it would be helpful in your language, you could use one, two, or three terms that together refer to every command that God has given. Alternate translation: “his commandments and his judgments and his requirements” or “all his commandments”
2:3	pppa		rc://*/ta/man/translate/figs-abstractnouns	חֻקֹּתָ֤י⁠ו מִצְוֺתָי⁠ו֙ וּ⁠מִשְׁפָּטָ֣י⁠ו וְ⁠עֵדְוֺתָ֔י⁠ו	1	If your language does not use abstract nouns for some or all of the ideas in this list, you could express the same ideas in another way. Alternate translation: “what he has required, commanded, decided, and testified to”
2:3	o111		rc://*/ta/man/translate/figs-activepassive	כַּ⁠כָּת֖וּב בְּ⁠תוֹרַ֣ת מֹשֶׁ֑ה	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could use an indefinite subject or indicate that **Moses** did it. Alternate translation: “as people wrote in the law of Moses”
2:3	dd23		rc://*/ta/man/translate/figs-explicitinfo	כָּל־אֲשֶׁ֥ר תִּפְנֶ֖ה שָֽׁם	1	The expression **everywhere that you turn there** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: “everywhere you turn”\n
2:4	rt48		rc://*/ta/man/translate/figs-metaphor	יָקִ֨ים יְהוָ֜ה אֶת־דְּבָר֗⁠וֹ	1	Here David speaks as if Yahweh’s **word** were an object that Yahweh could cause **to stand**. He means that Yahweh will do what he said in **his word**. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “Yahweh may establish his word” or “Yahweh may fulfill his word”
2:4	o4i3		rc://*/ta/man/translate/figs-metonymy	אֶת־דְּבָר֗⁠וֹ	1	Here, **word** represents what Yahweh said using words. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “what he said”
2:4	au8l		rc://*/ta/man/translate/figs-quotesinquotes	לֵ⁠אמֹר֒ אִם־יִשְׁמְר֨וּ בָנֶ֜י⁠ךָ אֶת־דַּרְכָּ֗⁠ם לָ⁠לֶ֤כֶת לְ⁠פָנַ⁠י֙ בֶּ⁠אֱמֶ֔ת בְּ⁠כָל־לְבָבָ֖⁠ם וּ⁠בְ⁠כָל־נַפְשָׁ֑⁠ם לֵ⁠אמֹ֕ר לֹֽא־יִכָּרֵ֤ת לְ⁠ךָ֙ אִ֔ישׁ מֵ⁠עַ֖ל כִּסֵּ֥א יִשְׂרָאֵֽל	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “saying that, if my sons keep their way, to walk to Yahweh’s face in truth with all their heart and with all their soul, then a man for me will not be cut off from on the throne of Israel.”
2:4	vbsq		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹר֒ & לֵ⁠אמֹ֕ר	1	If you preserve the direct quotation, consider natural ways of introducing direct quotations in your language. David repeats the word **saying** to emphasize that Yahweh said these words. Consider how you might express this emphasis in your language. Alternate translation: “when he himself said … and then he added”
2:4	zt1t		rc://*/ta/man/translate/figs-metaphor	יִשְׁמְר֨וּ בָנֶ֜י⁠ךָ אֶת־דַּרְכָּ֗⁠ם לָ⁠לֶ֤כֶת לְ⁠פָנַ⁠י֙	1	Yahweh speaks of obeying him as if it were keeping a **way** and as if it were walking before his **face**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “your sons will continue to obey, doing what I desire” or “your sons continue to live their lives in the ways that I wish”
2:4	o789		rc://*/ta/man/translate/figs-synecdoche	בָנֶ֜י⁠ךָ	1	Yahweh is using **sons** to represent David’s descendants in general. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “your offspring” or “the people descended from you”
2:4	pe8i		rc://*/ta/man/translate/figs-abstractnouns	בֶּ⁠אֱמֶ֔ת	1	If your language does not use an abstract noun for the idea of **trust**, you could express the same idea in another way. Alternate translation: “in a trustworthy way” or “sincerely”
2:4	m9j1		rc://*/ta/man/translate/figs-metonymy	בְּ⁠כָל־לְבָבָ֖⁠ם וּ⁠בְ⁠כָל־נַפְשָׁ֑⁠ם	1	In David’s culture, the **heart** is the place where humans think and feel, and the **soul** represents a person’s life with special focus on that person’s identity and actions. If it would be helpful in your language, you could translate **heart** and **soul** by referring to the part of the body where humans do and experience these things in your culture or by expressing the ideas plainly. Alternate translation: “in whatever they desire and in whatever they do”
2:4	nigt		rc://*/ta/man/translate/grammar-collectivenouns	לְבָבָ֖⁠ם & נַפְשָׁ֑⁠ם	1	If it would not be natural in your language to speak as if a group of people had only one **heart** and one **soul**, you could use the plural form of that word in your translation. Alternate translation: “their hearts … their souls”\n
2:4	dul9		rc://*/ta/man/translate/figs-metaphor	לֹֽא־יִכָּרֵ֤ת & מֵ⁠עַ֖ל כִּסֵּ֥א יִשְׂרָאֵֽל	1	Here Yahweh speaks as if a king were a branch that could be **cut off**. He is referring to how a king could be stopped from reigning. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “will not be prevented from sitting on the throne of Israel”
2:4	qtik		rc://*/ta/man/translate/figs-litotes	לֹֽא־יִכָּרֵ֤ת & מֵ⁠עַ֖ל	1	Yahweh is using a figure of speech here that expresses a strongly positive meaning by using a negative word, **not**, together with an expression that is the opposite of the intended meaning, **cut off**. If it would be helpful in your language, you could express the positive meaning. Alternate translation: “will certainly continue” or “will most definitely remain on”\n
2:4	j114		rc://*/ta/man/translate/figs-metonymy	מֵ⁠עַ֖ל כִּסֵּ֥א יִשְׂרָאֵֽל	1	Here, **throne of Israel** represents rule and authority as king over **Israel**. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “from reigning over Israel” or “from being king of Israel”
2:5	j6vn		rc://*/ta/man/translate/figs-rpronouns	אַתָּ֣ה יָדַ֡עְתָּ	1	David uses the word **yourself** to emphasize that Solomon knows what he is about say. Use a way that is natural in your language to indicate this significance. Alternate translation: “as for you, you know”
2:5	cooo		rc://*/ta/man/translate/translate-names	צְרוּיָ֗ה	1	The word **Zeruiah** is the name of a woman. She was David’s sister.\n
2:5	vc4k		rc://*/ta/man/translate/figs-explicit	אֵת֩ אֲשֶׁר־עָ֨שָׂה לִ֜⁠י יוֹאָ֣ב בֶּן־צְרוּיָ֗ה אֲשֶׁ֣ר עָשָׂ֣ה לִ⁠שְׁנֵֽי־שָׂרֵ֣י	1	Here David could mean that: (1) Joab did bad things to David by doing bad things to the two commanders. Alternate translation: “what Joab the son of Zeruiah did to me. I mean what he did to two of the commanders of” (2) Joab did bad things both to David and to the two commanders. Alternate translation: “what Joab the son of Zeruiah did to me and also what he did to two of the commanders of”
2:5	r4du		rc://*/ta/man/translate/translate-names	נֵ֜ר וְ⁠לַ⁠עֲמָשָׂ֤א & יֶ֨תֶר֙	1	The words **Ner**, **Amasa**, and **Jether** are the names of men.\n
2:5	b4pg		rc://*/ta/man/translate/figs-abstractnouns	וַ⁠יָּ֥שֶׂם דְּמֵֽי־מִלְחָמָ֖ה בְּ⁠שָׁלֹ֑ם וַ⁠יִּתֵּ֞ן דְּמֵ֣י מִלְחָמָ֗ה	1	If your language does not use abstract nouns for the ideas of **bloodshed**, **war**, and **peace**, you could express the same ideas in another way. Alternate translation: “And he shed blood during a peaceful time as if it were a time to fight, and when he fought, he shed blood”
2:5	dfd6		rc://*/ta/man/translate/figs-metaphor	וַ⁠יָּ֥שֶׂם דְּמֵֽי־מִלְחָמָ֖ה בְּ⁠שָׁלֹ֑ם	1	Here David speaks as if **peace** were a container into which Joab **put the bloodshed of war**. He could mean that Joab: (1) killed people during a time of **peace** as if it were a time of **war**. Alternate translation: “And caused bloodshed during peace as if it were war” (2) took revenge during a time of **peace** against people who had killed others during a **war**. Alternate translation: “And he took revenge during peace for bloodshed that occurred in a war”
2:5	x43i		rc://*/ta/man/translate/figs-metaphor	וַ⁠יִּתֵּ֞ן דְּמֵ֣י מִלְחָמָ֗ה בַּ⁠חֲגֹֽרָת⁠וֹ֙ אֲשֶׁ֣ר בְּ⁠מָתְנָ֔י⁠ו וּֽ⁠בְ⁠נַעֲל֖⁠וֹ אֲשֶׁ֥ר בְּ⁠רַגְלָֽי⁠ו	1	Here David speaks as if **bloodshed** were on Joab’s **belt** and **sandal**. He could mean that: (1) Joab is always guilty for what he did, as surely as if his clothes were stained with blood. Alternate translation: “and it is as if killing people were clothing that he always wears” or “and he is always responsible for the bloodshed of war that he has caused” (2) Joab actually spilled blood on his **belt** and **sandal** when he killed Abner and Amasa. Alternate translation: “and he got the blood of the people he killed on his belt, which was on his loins, and on his sandal, which was on his feet”
2:5	sr4k		rc://*/ta/man/translate/grammar-collectivenouns	וּֽ⁠בְ⁠נַעֲל֖⁠וֹ אֲשֶׁ֥ר בְּ⁠רַגְלָֽי⁠ו	1	In this verse, the word **sandal** is singular in form, but it refers to both of Joab’s sandals together. If it would be helpful in your language, you could say this plainly. Alternate translation: “on his sandals, which were on his feet”
2:6	qr9o		rc://*/ta/man/translate/figs-abstractnouns	כְּ⁠חָכְמָתֶ֑⁠ךָ	1	If your language does not use an abstract noun for the idea of **wisdom**, you could express the same idea in another way. Alternate translation: “what you consider to be wise”
2:6	dzhg		rc://*/ta/man/translate/figs-euphemism	וְ⁠לֹֽא־תוֹרֵ֧ד שֵׂיבָת֛⁠וֹ בְּ⁠שָׁלֹ֖ם שְׁאֹֽל	1	David is referring to Joab’s death in a polite way by referring to going down to **Sheol**. If it would be helpful in your language, you could use a polite way of referring to this in your language, or you could state this plainly. Alternate translation: “and you shall not let his gray hair pass away in peace” or “and you shall not let his gray hair experience death in peace”\n
2:6	hm11		rc://*/ta/man/translate/figs-metonymy	וְ⁠לֹֽא־תוֹרֵ֧ד שֵׂיבָת֛⁠וֹ	1	Here, **gray hair** represents an old person who has **gray hair**. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “and you shall not let him live till he is old and can go down” or “and you shall not let him live a long time and then go down”
2:6	dil0		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠שָׁלֹ֖ם	1	If your language does not use an abstract noun for the idea of **peace**, you could express the same idea in another way. Alternate translation: “in a peaceful way” or “nonviolently”
2:7	k9ar		rc://*/ta/man/translate/figs-gendernotations	וְ⁠לִ⁠בְנֵ֨י	1	Although the term **sons** is masculine, David is using the word in a generic sense that could include both men and women. If it would be helpful in your language, you could use a phrase that makes this clear. Alternate translation: “And to the descendants of” or “And to the sons and daughters of”
2:7	p85c		rc://*/ta/man/translate/translate-names	בַרְזִלַּ֤י	1	The word **Barzillai** is the name of a man.
2:7	y22p		rc://*/ta/man/translate/figs-abstractnouns	תַּֽעֲשֶׂה־חֶ֔סֶד	1	If your language does not use an abstract noun for the idea of **faithfulness**, you could express the same idea in another way. Alternate translation: “be faithful” or “be loyal”
2:7	tcu5		rc://*/ta/man/translate/figs-metonymy	שֻׁלְחָנֶ֑⁠ךָ	1	Here, **table** represents the food and drink that Solomon has and gives to others. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “what you supply to them” or “from your own provisions”
2:7	aa0m		rc://*/ta/man/translate/figs-metaphor	כֵן֙ קָרְב֣וּ אֵלַ֔⁠י	1	Here David speaks as if Barzillai and his children physically **came near** to him. He means that they helped him by bringing him food and drink. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “so they came to my aid” or “that is how they assisted me”
2:7	e1jd		rc://*/ta/man/translate/figs-metonymy	מִ⁠פְּנֵ֖י אַבְשָׁל֥וֹם	1	Here, **face** represents the presence of the person whose **face** it is. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “from before Absalom”
2:8	x82j		rc://*/ta/man/translate/figs-exclamations	וְ⁠הִנֵּ֣ה	1	Here, the word **behold** draws the attention of Solomon and asks him to listen carefully. If it would be helpful in your language, you could express **behold** with a word or phrase that asks someone to listen, or you could use a different form that draws someone’s attention. Alternate translation: “Now listen:” or “And pay attention”
2:8	l8ys		rc://*/ta/man/translate/translate-names	גֵּרָ֥א	1	The word **Gera** is the name of a man.
2:8	r5e7		rc://*/ta/man/translate/translate-names	מִ⁠בַּחֻרִים֒ & מַחֲנָ֑יִם	1	The words **Bahurim** and **Mahanaim** are the names of towns. **Bahurim** was near Jerusalem, probably to the northeast. **Mahanaim** was further northeast of Jerusalem, across the Jordan River.
2:8	ec5k		rc://*/ta/man/translate/writing-poetry	וְ⁠ה֤וּא קִֽלְלַ֨⁠נִי֙ קְלָלָ֣ה נִמְרֶ֔צֶת	1	Here, **cursed me with a powerful curse** is an emphatic construction that uses a verb and its object that come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of showing the emphasis. Alternate translation: “And he himself cursed me very powerfully” or “And he himself used a forceful curse against me”\n
