Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:1	ys5a		rc://*/ta/man/translate/figs-explicit	וַ⁠נֵּ֜פֶן	1	The implication is that the Israelites **turned** around and went back the way they came. You could include this information if that would be helpful to your readers. Alternate translation: “And we turned around” or "And we turned back"\n
2:1	b9af		rc://*/ta/man/translate/figs-idiom	יָמִ֥ים רַבִּֽים	1	Here, the phrase **many days** is an idiom that means “a long time.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “a very long time”
2:2	l1m8		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹֽר	1	Here, the word **saying** introduces direct speech. Consider natural ways of introducing direct quotations in your language.
2:3	xhnw		rc://*/ta/man/translate/figs-explicitinfo	פְּנ֥וּ לָ⁠כֶ֖ם	1	The expression **Turn yourselves** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: “Turn”
2:4	p210		rc://*/ta/man/translate/figs-quotesinquotes	וְ⁠אֶת־הָ⁠עָם֮ צַ֣ו לֵ⁠אמֹר֒ אַתֶּ֣ם עֹֽבְרִ֗ים בִּ⁠גְבוּל֙ אֲחֵי⁠כֶ֣ם	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation, as modeled by the UST. Alternate translation: “And command the people to cross the border of their brothers”
2:4	t4vc		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹר֒	1	Here, the word **saying** introduces direct speech. Consider natural ways of introducing direct quotations in your language.
2:4	u7cl		rc://*/ta/man/translate/figs-possession	בִּ⁠גְבוּל֙ אֲחֵי⁠כֶ֣ם	1	Here, Yahweh is using the possessive form to describe **the border** around the land that is occupied by the **brothers** of the Israelites. If your language would not use the possessive form for this, you could use a comparable expression. Alternate translation: “into the land occupied by your brothers” 
2:4	trl3		rc://*/ta/man/translate/figs-explicit	אֲחֵי⁠כֶ֣ם בְּנֵי־עֵשָׂ֔ו	1	The Israelites are descendants of Jacob, who was Esau's brother. The Israelites and the **sons of Esau** are all descendants of Isaac. You could include this information if that would be helpful to your readers. Alternate translation: “your relatives, the sons of Esau”
2:4	zvqh		rc://*/ta/man/translate/figs-metaphor	אֲחֵי⁠כֶ֣ם בְּנֵי	1	Here, **brothers** means “relatives” and **sons** means “descendants.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “your relatives, the offspring of”
2:4	hlaq		rc://*/ta/man/translate/figs-declarative	וְ⁠נִשְׁמַרְתֶּ֖ם מְאֹֽד	1	See the [book introduction](../front/intro.md) for more infromation about translating **shall**. Alternate translation: “Be exceedingly on guard!”
2:5	mzpa		rc://*/ta/man/translate/grammar-connect-logic-result	אַל־תִּתְגָּר֣וּ בָ֔⁠ם כִּ֠י לֹֽא־אֶתֵּ֤ן לָ⁠כֶם֙ מֵֽ⁠אַרְצָ֔⁠ם עַ֖ד מִדְרַ֣ךְ כַּף־רָ֑גֶל כִּֽי־יְרֻשָּׁ֣ה לְ⁠עֵשָׂ֔ו נָתַ֖תִּי אֶת־הַ֥ר שֵׂעִֽיר	1	If it would be more natural in your language, you could change the order of these phrases, since the last phrase gives the reason for the result that the first phrase describes. Alternate translation: “I have given Mount Seir to Esau, so I will not give you any of their land, even as little as a step of the sole of a foot, so you shall not fight them” 
2:5	h7uv		rc://*/ta/man/translate/grammar-connect-logic-result	כִּ֠י	1	Here, the word **for** introduces the reason why the Israelites **shall not fight** the descendants of Esau. If it would be helpful in your language, you could use a different a word or phrase that introduces a reason. Alternate translation: “since”
2:5	e5j7		rc://*/ta/man/translate/figs-explicit	עַ֖ד מִדְרַ֣ךְ כַּף־רָ֑גֶל	1	Alternate translation: “even as little as the length of a footstep”
2:5	m4jy		rc://*/ta/man/translate/figs-metonymy	לְ⁠עֵשָׂ֔ו	1	Yahweh is using **Esau** to represent Esau and all of his descendants. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: “to Esau and his offspring”
2:6	rd6v		rc://*/ta/man/translate/figs-explicitinfo	אֹ֣כֶל תִּשְׁבְּר֧וּ מֵֽ⁠אִתָּ֛⁠ם בַּ⁠כֶּ֖סֶף וַ⁠אֲכַלְתֶּ֑ם וְ⁠גַם־מַ֜יִם תִּכְר֧וּ מֵ⁠אִתָּ֛⁠ם בַּ⁠כֶּ֖סֶף וּ⁠שְׁתִיתֶֽם	1	This verse contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the verse. Alternate translation: “You will buy food from them, and also, you will purchase water from them”
2:7	eq6o		rc://*/ta/man/translate/grammar-connect-logic-result	כִּי֩	1	The word translated as **For** indicates that what follows is a reason that the Israelites should obey the commands that came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: “Obey these commands because” 
2:7	st5n		rc://*/ta/man/translate/figs-youcrowd	אֱלֹהֶ֜י⁠ךָ בֵּֽרַכְ⁠ךָ֗ & יָדֶ֔⁠ךָ & לֶכְתְּ⁠ךָ֔ & אֱלֹהֶ֨י⁠ךָ֙ עִמָּ֔⁠ךְ לֹ֥א חָסַ֖רְתָּ	1	Even though Moses is speaking to all the Israelites, **you** and **your** are singular in this verse. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
2:7	ief6		rc://*/ta/man/translate/figs-synecdoche	מַעֲשֵׂ֣ה יָדֶ֔⁠ךָ	1	Moses is using **hand** to represent all of a person. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: “your work”
2:7	act3		rc://*/ta/man/translate/figs-explicit	יָדַ֣ע לֶכְתְּ⁠ךָ֔ אֶת־הַ⁠מִּדְבָּ֥ר הַ⁠גָּדֹ֖ל הַ⁠זֶּ֑ה	1	The implication is that Yahweh **has known** everything that happened to the Israelites when they were **walking through** the **great wilderness**. You could include this information if that would be helpful to your readers. Alternate translation: “He has known all that happened to you during your walking through this great wilderness”
2:7	bkwb		rc://*/ta/man/translate/figs-explicit	יְהוָ֤ה אֱלֹהֶ֨י⁠ךָ֙ עִמָּ֔⁠ךְ	1	As God, Yahweh is always everywhere. The implication is that Yahweh was **with** the Israelites in a special way. Alternate translation: “Yahweh your God has been with you in a special way”
2:7	emyu		rc://*/ta/man/translate/figs-litotes	לֹ֥א חָסַ֖רְתָּ דָּבָֽר	1	Moses is using a figure of speech here that expresses a strongly positive meaning by using a negative word, **not**, together with an expression that is the opposite of the intended meaning. If it would be helpful in your language, you could express the positive meaning. Alternate translation: “You have received all things that you required”
2:8	n8fq		rc://*/ta/man/translate/figs-explicit	אַחֵ֣י⁠נוּ בְנֵי־עֵשָׂ֗ו	1	The Israelites are descendants of Jacob, who was Esau's brother. The Israelites and the **sons of Esau** are all descendants of Isaac. You could include this information if that would be helpful to your readers. See how you translated this in [2:4](../02/04.md). Alternate translation: “our relatives, the sons of Esau”
2:8	bmap		rc://*/ta/man/translate/figs-metaphor	אַחֵ֣י⁠נוּ בְנֵי	1	Here, **brothers** means “relatives” and **sons** means “descendants.” If it would be helpful in your language, you could state the meaning plainly. See how you translated this in [2:4](../02/04.md). Alternate translation: “our relatives, the descendants of”
2:8	ctw5		rc://*/ta/man/translate/translate-names	מֵ⁠אֵילַ֖ת וּ⁠מֵ⁠עֶצְיֹ֣ן גָּ֑בֶר	1	The words **Elath** and **Ezion Geber** are the names of cities.
2:8	lbh3		rc://*/ta/man/translate/figs-explicit	וַ⁠נֵּ֨פֶן֙	1	The implication is that the Israelites **turned** away from the area where the descendants of Esau lived. You could include this information if that would be helpful to your readers. Alternate translation: “And we turned away from their land”
2:9	lo87		rc://*/ta/man/translate/figs-quotesinquotes	וַ⁠יֹּ֨אמֶר יְהוָ֜ה אֵלַ֗⁠י אֶל־תָּ֨צַר֙ אֶת־מוֹאָ֔ב וְ⁠אַל־תִּתְגָּ֥ר בָּ֖⁠ם מִלְחָמָ֑ה כִּ֠י לֹֽא־אֶתֵּ֨ן לְ⁠ךָ֤ מֵֽ⁠אַרְצ⁠וֹ֙ יְרֻשָּׁ֔ה כִּ֣י לִ⁠בְנֵי־ל֔וֹט נָתַ֥תִּי אֶת־עָ֖ר יְרֻשָּֽׁה	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “And Yahweh commanded me not to allow you to trouble Moab or to fight agains them in battle. He said that he would not give to us from its land a possession, because he has given Ar to the sons of Lot, as a possession”
2:9	jttu		rc://*/ta/man/translate/figs-parallelism	אֶל־תָּ֨צַר֙ אֶת־מוֹאָ֔ב וְ⁠אַל־תִּתְגָּ֥ר בָּ֖⁠ם מִלְחָמָ֑ה	1	These two clauses mean basically the same thing. The second clause emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the clauses with a word that shows that the second clause is repeating the first one, not saying something additional. Alternate translation: “You shall not trouble Moab or fight against them in battle”
2:9	ftp7		rc://*/ta/man/translate/figs-metonymy	מוֹאָ֔ב	1	The word **Moab** represents the people of Moab. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “the people of Moab”
2:9	j20t		rc://*/ta/man/translate/grammar-connect-logic-result	כִּ֠י	1	Here, the word **for** introduces the reason why the Israelites shall not fight the people of Moab. If it would be helpful in your language, you could use a different word or phrase that introduces a reason. Alternate translation: “since”
2:9	gsfb		rc://*/ta/man/translate/figs-explicitinfo	כִּ֠י לֹֽא־אֶתֵּ֨ן לְ⁠ךָ֤ מֵֽ⁠אַרְצ⁠וֹ֙ יְרֻשָּׁ֔ה כִּ֣י לִ⁠בְנֵי־ל֔וֹט נָתַ֥תִּי אֶת־עָ֖ר יְרֻשָּֽׁה	1	The expression to **give** someone's **land** as **a possession** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: “For I will not give to you from his land, because I have given Ar to the sons of Lot”
2:9	mx1u		rc://*/ta/man/translate/grammar-connect-logic-result	לֹֽא־אֶתֵּ֨ן לְ⁠ךָ֤ מֵֽ⁠אַרְצ⁠וֹ֙ יְרֻשָּׁ֔ה כִּ֣י לִ⁠בְנֵי־ל֔וֹט נָתַ֥תִּי אֶת־עָ֖ר יְרֻשָּֽׁה	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: “I have given Ar to the sons of Lot as a possession, so I will not give to you from his land a possession”
2:9	i60c		rc://*/ta/man/translate/writing-pronouns	מֵֽ⁠אַרְצ⁠וֹ֙	1	The pronoun **its** refers to Moab. If this is not clear for your readers, you could use the name of the land here. Alternate translation: “from the land of Moab”
2:9	cs7l		rc://*/ta/man/translate/translate-names	עָ֖ר	1	The word **Ar** is the name of a city in Moab. 
2:9	neab		rc://*/ta/man/translate/figs-metaphor	לִ⁠בְנֵי	1	Here, **sons** means “descendants.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “to the offspring of”
2:10	d4pi		rc://*/ta/man/translate/translate-names	הָ⁠אֵמִ֥ים	1	The word **Emite** is the name of a people group.
2:10-12	am7r		rc://*/ta/man/translate/writing-background	הָ⁠אֵמִ֥ים לְ⁠פָנִ֖ים יָ֣שְׁבוּ בָ֑⁠הּ עַ֣ם גָּד֥וֹל וְ⁠רַ֛ב וָ⁠רָ֖ם כָּ⁠עֲנָקִֽים & רְפָאִ֛ים יֵחָשְׁב֥וּ אַף־הֵ֖ם כָּ⁠עֲנָקִ֑ים וְ⁠הַ⁠מֹּ֣אָבִ֔ים יִקְרְא֥וּ לָ⁠הֶ֖ם אֵמִֽים &  וּ⁠בְ⁠שֵׂעִ֞יר יָשְׁב֣וּ הַ⁠חֹרִים֮ לְ⁠פָנִים֒ וּ⁠בְנֵ֧י עֵשָׂ֣ו יִֽירָשׁ֗וּ⁠ם וַ⁠יַּשְׁמִידוּ⁠ם֙ מִ⁠פְּנֵי⁠הֶ֔ם וַ⁠יֵּשְׁב֖וּ תַּחְתָּ֑⁠ם כַּ⁠אֲשֶׁ֧ר עָשָׂ֣ה יִשְׂרָאֵ֗ל לְ⁠אֶ֨רֶץ֙ יְרֻשָּׁת֔⁠וֹ אֲשֶׁר־נָתַ֥ן יְהוָ֖ה לָ⁠הֶֽם	1	These verses provide background information about people groups who lived in the area that the Edomites and Moabites occupy. This information helps readers understand what happens next in the story. These verses are not part of Moses’ speech to the Israelites. In your translation, present this information in a way that makes it clear that this is background information.
2:11	zxl2		rc://*/ta/man/translate/figs-activepassive	רְפָאִ֛ים יֵחָשְׁב֥וּ אַף־הֵ֖ם	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “People refer to them as Raphaites”
2:11	eds2		rc://*/ta/man/translate/translate-names	רְפָאִ֛ים & אֵמִֽים	1	The words **Raphaites** and **Emites** refer to the same people group.
2:12	ye16		rc://*/ta/man/translate/translate-names	הַ⁠חֹרִים֮	1	The word **Horite** is the name of a people group.
2:12	fxju		rc://*/ta/man/translate/figs-metaphor	וּ⁠בְנֵ֧י	1	Here, **sons** means “descendants.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the offspring of”
2:12	ikp0		rc://*/ta/man/translate/writing-pronouns	וַ⁠יַּשְׁמִידוּ⁠ם֙ מִ⁠פְּנֵי⁠הֶ֔ם	1	The pronouns **they** and **their** refer to the sons of Esau. The pronoun **them** refers to the Horites. If this is not clear for your readers, you could use the names of the people groups here. Alternate translation: “And the sons of Esau destroyed the Horites from their faces”
2:12	vv8s		rc://*/ta/man/translate/figs-metonymy	מִ⁠פְּנֵי⁠הֶ֔ם	1	Here, **faces** represents the presence of a person. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “from their presence”
2:12	g53a		rc://*/ta/man/translate/figs-metonymy	עָשָׂ֣ה יִשְׂרָאֵ֗ל לְ⁠אֶ֨רֶץ֙ יְרֻשָּׁת֔⁠וֹ	1	Here, **Israel** represents the people of Israel. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “the Israelites did to the land of their possession”
2:12	kkbr		rc://*/ta/man/translate/translate-tense	עָשָׂ֣ה	1	Here, the writer uses the past tense, **did**, to refer to events that happen after Moses said all these things. If it would not be natural to do that in your language, you could use the future tense. Alternate translation: “would do”
2:12	zpks		rc://*/ta/man/translate/figs-possession	לְ⁠אֶ֨רֶץ֙ יְרֻשָּׁת֔⁠וֹ אֲשֶׁר־נָתַ֥ן יְהוָ֖ה לָ⁠הֶֽם	1	The writer is using the possessive form to describe the **land** that **Yahweh gave** the Israelites to live in as a **possession**.  If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “to the land that Yahweh gave them to live in as a possession”
2:13	ruf4		rc://*/ta/man/translate/writing-quotations	עַתָּ֗ה קֻ֛מוּ וְ⁠עִבְר֥וּ לָ⁠כֶ֖ם אֶת־נַ֣חַל זָ֑רֶד	1	The implication is that Yahweh is speaking these commands. If it would be more natural in your language, you could: (1) use a natural way of introducing direct quotations in your language. Alternate translation: “Then Yahweh said, ‘‘Now, for yourselves, rise up and cross the brook Zered” (2) translate this so that there is not a quotation within a quotation. Alternate translation: “Then Yahweh told us to rise up for ourselves and cross the brook Zered”
2:13	va2q	return	rc://*/ta/man/translate/figs-metaphor	קֻ֛מוּ	1	Here, **rise up** describes the beginning of action. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “start your journey”
2:13	mn1h		rc://*/ta/man/translate/translate-names	נַ֣חַל זָ֑רֶד & נַ֥חַל זָֽרֶד	1	The term **the brook Zered** is the name of a stream that flows into the Dead Sea. The brook goes from the southeast and creates the border between Edom and Moab.
2:14	pphi		rc://*/ta/man/translate/figs-idiom	וְ⁠הַ⁠יָּמִ֞ים אֲשֶׁר־הָלַ֣כְנוּ ׀ מִ⁠קָּדֵ֣שׁ בַּרְנֵ֗עַ עַ֤ד אֲשֶׁר־עָבַ֨רְנוּ֙ אֶת־נַ֣חַל זֶ֔רֶד שְׁלֹשִׁ֥ים וּ⁠שְׁמֹנֶ֖ה שָׁנָ֑ה	1	Here, **days** an idiom that refers to a duration of time. If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “And the time that had passed from when we came from Kadesh Barnea until we crossed the brook Zered was 38 years”
2:14	v37p		rc://*/ta/man/translate/figs-explicit	עַד־תֹּ֨ם כָּל־הַ⁠דּ֜וֹר אַנְשֵׁ֤י הַ⁠מִּלְחָמָה֙ מִ⁠קֶּ֣רֶב הַֽ⁠מַּחֲנֶ֔ה כַּ⁠אֲשֶׁ֛ר נִשְׁבַּ֥ע יְהוָ֖ה לָ⁠הֶֽם	1	The Israelites who were old enough to fight disobeyed Yahweh. As a result, Yahweh punished them so they would die before they could enter the land that Yahweh said he would give to them. See [1:19-45](../01/19.md). Alternate translation: “until all the generation of men of war were finished from among the camp, according to the punishment of Yahweh for their disobedience”
2:14	a2ue		rc://*/ta/man/translate/figs-euphemism	תֹּ֨ם	1	Moses is referring to death in a polite way by using the phrase **were finished**. If it would be helpful in your language, you could use a polite way of referring to death in your language, or you could state this plainly. Alternate translation: “had died”
2:14	xqe0		rc://*/ta/man/translate/figs-metonymy	מִ⁠קֶּ֣רֶב הַֽ⁠מַּחֲנֶ֔ה	1	Here, **camp** represents all of the Israelites and anyone traveling with them in the wilderness. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “from among the Israelites”
2:15	q5m7		rc://*/ta/man/translate/figs-metonymy	יַד־יְהוָה֙ הָ֣יְתָה בָּ֔⁠ם	1	Here, **hand** represents Yahweh’s power and actions. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “Yahweh used his power against them”
2:15	tz4t		rc://*/ta/man/translate/figs-metonymy	מִ⁠קֶּ֣רֶב הַֽ⁠מַּחֲנֶ֑ה	1	Here, **camp** represents all of the Israelites and everyone traveling with them in the wilderness. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “from among the Israelites”
2:15	jl5l		rc://*/ta/man/translate/figs-euphemism	תֻּמָּֽ⁠ם	1	Moses is referring to death in a polite way by using the phrase **came to an end**. If it would be helpful in your language, you could use a polite way of referring to this in your language, or you could state this plainly. Alternate translation: “they died”
2:16	pv43		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִ֨י	1	Moses is using the word translated **And it happened** to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event. Alternate translation: “Then” 
2:16	xmpd		rc://*/ta/man/translate/figs-parallelism	תַּ֜מּוּ כָּל־אַנְשֵׁ֧י הַ⁠מִּלְחָמָ֛ה לָ⁠מ֖וּת מִ⁠קֶּ֥רֶב הָ⁠עָֽם	1	These two clauses mean basically the same thing. The first clause uses a euphemism, while the second clause states the meaning plainly. The second clause emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the clauses with a word that shows that the second clause is repeating the first one, not saying something additional. Alternate translation: “all the men of war came to an end, indeed, they died from among the people”
2:17	i2gj		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹֽר	1	Here, the word **saying** introduces direct speech. Consider natural ways of introducing direct quotations in your language.
2:18	yrj6		rc://*/ta/man/translate/writing-pronouns	אַתָּ֨ה	1	Here, the singular pronoun **you** refers to Moses. Yahweh is speaking to Moses, but he is giving commands for all of the Israelites. If this is not clear for your readers, you could (1) use plural forms of the pronoun. (2) state the audience plainly. Alternate translation: “These are instructions for you and all the Israelites. You”
2:18	g7yv		rc://*/ta/man/translate/translate-names	עָֽר	1	The word **Ar** is the name of a city in Moab. See how you translated it in [2:9](../02/09.md).
2:19	c269		rc://*/ta/man/translate/figs-youcrowd	וְ⁠קָרַבְתָּ֗ & אַל־תְּצֻרֵ֖⁠ם וְ⁠אַל־תִּתְגָּ֣ר & לְ⁠ךָ֙	1	Here, the singular pronoun **you** refers to Moses. Yahweh is speaking to Moses, but he is giving commands for all of the Israelites. If this is not clear for your readers, you could (1) use plural forms of the pronoun. (2) state the audience plainly. See how you translated this in the previous verse.
2:19	p8cq		rc://*/ta/man/translate/figs-explicit	בְּנֵ֣י עַמּ֔וֹן & בְּנֵי־עַמּ֤וֹן & לִ⁠בְנֵי־ל֖וֹט	1	Like the Moabites, the people of **Ammon** are also descendants of **Lot**. You could include this information if that would be helpful to your readers. Alternate translation: “the sons of Ammon, who are descendants of Lot … the sons of Ammon … to the sons of Lot
2:19	aj03		rc://*/ta/man/translate/figs-metaphor	בְּנֵ֣י & בְּנֵי & לִ⁠בְנֵי	1	Here, **sons** means “descendants.” Although the term **sons** is masculine, Moses is using the word in a generic sense that includes both men and women. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the people of”
2:19	esqk		rc://*/ta/man/translate/grammar-connect-logic-result	כִּ֣י	1	Here, the word **for** introduces the reason why the Israelites **shall not fight** the descendants of Esau. If it would be helpful in your language, you could use a different a word or phrase that introduces a reason. Alternate translation: “since”
2:19	skvn		rc://*/ta/man/translate/figs-parallelism	אַל־תְּצֻרֵ֖⁠ם וְ⁠אַל־תִּתְגָּ֣ר בָּ֑⁠ם 	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the phrases with a word other than **and** in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “You shall not trouble them, indeed, you shall not fight them”
2:19	iice		rc://*/ta/man/translate/grammar-connect-logic-result	לֹֽא־אֶ֠תֵּן מֵ⁠אֶ֨רֶץ בְּנֵי־עַמּ֤וֹן לְ⁠ךָ֙ יְרֻשָּׁ֔ה כִּ֥י לִ⁠בְנֵי־ל֖וֹט נְתַתִּ֥י⁠הָ יְרֻשָּֽׁה	1	If it would be more natural in your language, you could reverse the order of these phrases since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: “I have given the land to the sons of Lot as a possession, so I will not give to you from it as a possession” 
2:19	ra5l		rc://*/ta/man/translate/figs-explicitinfo	לֹֽא־אֶ֠תֵּן מֵ⁠אֶ֨רֶץ בְּנֵי־עַמּ֤וֹן לְ⁠ךָ֙ יְרֻשָּׁ֔ה כִּ֥י לִ⁠בְנֵי־ל֖וֹט נְתַתִּ֥י⁠הָ יְרֻשָּֽׁה	1	The expression to **give** someone's **land** as **a possession** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: “I will not give to you from the land of the sons of Ammon, because I have given it to the sons of Lot”
2:20	n15r		rc://*/ta/man/translate/figs-activepassive	אֶֽרֶץ־רְפָאִ֥ים תֵּחָשֵׁ֖ב אַף־הִ֑וא	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Also, people refer to it as a land of the Raphaites”
2:20	p2rw		rc://*/ta/man/translate/translate-names	רְפָאִ֥ים & רְפָאִ֤ים & זַמְזֻמִּֽים	1	The words **Raphaites** and **Zamzummites** are names for the same people group. See how you translated **Raphaites** in [2:11](../02/11.md).
2:20-23	s8bn		rc://*/ta/man/translate/writing-background	אֶֽרֶץ־רְפָאִ֥ים תֵּחָשֵׁ֖ב אַף־הִ֑וא רְפָאִ֤ים יָֽשְׁבוּ־בָ⁠הּ֙ לְ⁠פָנִ֔ים וְ⁠הָֽ⁠עַמֹּנִ֔ים יִקְרְא֥וּ לָ⁠הֶ֖ם זַמְזֻמִּֽים & עַ֣ם גָּד֥וֹל וְ⁠רַ֛ב וָ⁠רָ֖ם כָּ⁠עֲנָקִ֑ים וַ⁠יַּשְׁמִידֵ֤⁠ם יְהוָה֙ מִ⁠פְּנֵי⁠הֶ֔ם וַ⁠יִּירָשֻׁ֖⁠ם וַ⁠יֵּשְׁב֥וּ תַחְתָּֽ⁠ם & כַּ⁠אֲשֶׁ֤ר עָשָׂה֙ לִ⁠בְנֵ֣י עֵשָׂ֔ו הַ⁠יֹּשְׁבִ֖ים בְּ⁠שֵׂעִ֑יר אֲשֶׁ֨ר הִשְׁמִ֤יד אֶת־הַ⁠חֹרִי֙ מִ⁠פְּנֵי⁠הֶ֔ם וַ⁠יִּֽירָשֻׁ⁠ם֙ וַ⁠יֵּשְׁב֣וּ תַחְתָּ֔⁠ם עַ֖ד הַ⁠יּ֥וֹם הַ⁠זֶּֽה & וְ⁠הָֽ⁠עַוִּ֛ים הַ⁠יֹּשְׁבִ֥ים בַּ⁠חֲצֵרִ֖ים עַד־עַזָּ֑ה כַּפְתֹּרִים֙ הַ⁠יֹּצְאִ֣ים מִ⁠כַּפְתּ֔וֹר הִשְׁמִידֻ֖⁠ם וַ⁠יֵּשְׁב֥וּ תַחְתָּֽ⁠ם	1	These verses provide background information about people groups who lived in the area that the Ammonites, Edomites, and Caphtorim occupied. This information helps readers understand what happens next in the story. These verses are not part of Moses’ speech to the Israelites. In your translation, present this information in a way that makes it clear that this is background information.
2:21	sq14		rc://*/ta/man/translate/writing-pronouns	וַ⁠יַּשְׁמִידֵ֤⁠ם יְהוָה֙ מִ⁠פְּנֵי⁠הֶ֔ם וַ⁠יִּירָשֻׁ֖⁠ם וַ⁠יֵּשְׁב֥וּ תַחְתָּֽ⁠ם	1	Here, the pronoun **them** refers to the Raphaites. The pronoun **their** in the first clause refers to the Ammonites. The pronoun **their** in the second clause refers to the Raphaites. If this is not clear for your readers, you could repeat the names of the people groups. Alternate translation: “But Yahweh destroyed the Raphaites before the Ammonites’ faces, and the Ammonites dispossessed the Raphaites and lived in their place”
2:21	xz3g		rc://*/ta/man/translate/figs-metonymy	מִ⁠פְּנֵי⁠הֶ֔ם	1	Here, **faces** represents the presence of people. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “in their presence”
2:22	ulcb		rc://*/ta/man/translate/figs-metaphor	לִ⁠בְנֵ֣י	1	Here, **sons** means “descendants.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “for the offspring of”
2:22	y1ib		rc://*/ta/man/translate/translate-names	הַ⁠חֹרִי֙	1	The word **Horites** is the name of a people group. See how you translated this in [Deuteronomy 2:12](../02/12.md).
2:22	yq6w		rc://*/ta/man/translate/writing-pronouns	מִ⁠פְּנֵי⁠הֶ֔ם וַ⁠יִּֽירָשֻׁ⁠ם֙ וַ⁠יֵּשְׁב֣וּ תַחְתָּ֔⁠ם	1	In the first clause, the pronoun **their** refers to the sons of Esau. In the second clause, **they** refers to the sons of Esau, while the pronouns **them** and **their** refer to the Horites. If it would be helpful in your language, you could repeat the names of the people groups. Alternate translation: “from before the sons of Esau's faces, and the sons of Esau dispossessed the Horites and have lived in their place”
2:22	l5ul		rc://*/ta/man/translate/figs-metonymy	מִ⁠פְּנֵי⁠הֶ֔ם	1	Here, **faces** represents the presence of people. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “before them”
2:23	i3fg		rc://*/ta/man/translate/writing-participants	וְ⁠הָֽ⁠עַוִּ֛ים הַ⁠יֹּשְׁבִ֥ים בַּ⁠חֲצֵרִ֖ים עַד־עַזָּ֑ה כַּפְתֹּרִים֙ הַ⁠יֹּצְאִ֣ים מִ⁠כַּפְתּ֔וֹר	1	Here, the author introduces **the Avvites** and then describes what happened to them. If your language has its own way of introducing new participants, you could use it here in your translation. Alternate translation: “As for the Avvites who lived in villages as far as Gaza, the Caphtorites, who came from Caphtor”
2:23	c7kb		rc://*/ta/man/translate/translate-names	וְ⁠הָֽ⁠עַוִּ֛ים & כַּפְתֹּרִים֙	1	The words **Avvites** and **Caphtorites** are the names of people groups.
2:23	wmz4		rc://*/ta/man/translate/translate-names	מִ⁠כַּפְתּ֔וֹר	1	The word **Caphtor** is the name of a place. It may be another name for the island of Crete, located in the Mediterranean Sea.
